carpeta,archivo,ruta,anio,tipo_acto,subtipo,vigente_ccyc,variables_detectadas,calidad_preset,observaciones,usar_como_preset
VENTAS CONDOMINIOS DALVIAN,VENTA.- CONJ. LOS CERROS-ANDES LOGISTICA S.A- UNIDAD 198 ( MARZO 2016).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTAS CONDOMINIOS DALVIAN\VENTA.- CONJ. LOS CERROS-ANDES LOGISTICA S.A- UNIDAD 198 ( MARZO 2016).docx,sin_fecha,Compraventa,de inmueble urbano,True,"número_escritura, fecha_otorgamiento, notario_nombre, registro_notarial, vendedor_nombre, vendedor_dni, vendedor_cuit, vendedor_fecha_nacimiento, vendedor_estado_civil, vendedor_domicilio, comprador_nombre, comprador_dni, comprador_cuit, comprador_fecha_nacimiento, comprador_estado_civil, comprador_domicilio, sociedad_vendedora_nombre, sociedad_cuit, sociedad_domicilio, poder_numero, poder_fecha, poder_escribana, poder_registro, poder_folio, contrato_social_numero, contrato_social_fecha, contrato_social_registro, descripcion_inmueble, precio_compraventa, forma_pago",media,"Documento incompleto (corte en artículo tercero). Cumple con referencias CCyC 2015 (art. 306) y estructura válida, pero falta descripción del inmueble, precio, forma de pago y cláusulas finales para ser template utilizable.",si
VENTAS CONJ. LOS CERROS,VTA  CONJ  LOS CERROS-LAURIA (JULIO 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTAS CONJ. LOS CERROS\VTA  CONJ  LOS CERROS-LAURIA (JULIO 2014).docx,2016,Compraventa de inmueble,de inmueble urbano (lote en conjunto residencial),False,"nombre_vendedor, razon_social_vendedor, cuit_vendedor, nombre_comprador_1, dni_comprador_1, cuit_comprador_1, nombre_comprador_2, dni_comprador_2, cuit_comprador_2, domicilio_vendedor, domicilio_compradores, numero_escritura, fecha_escritura, apoderado_nombre, poder_numero, poder_fecha, registro_poder, descripcion_inmueble, precio_venta",media,"El documento usa lenguaje y referencias del Código Civil de Vélez (artículo 1.002) anterior al CCyC 2015. Requiere actualización a normativa vigente (CCyC arts. 1.139 y ss.) y está incompleto (termina abruptamente en descripción del inmueble sin precio, condiciones ni clausuras).",no
VENTAS DALVIAN,DALVIAN HOUSE- SARCINELLA (PLANO - CON PISCINA) (DIC. 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\VENTAS DALVIAN\DALVIAN HOUSE- SARCINELLA (PLANO - CON PISCINA) (DIC. 2014).docx,2017,Compraventa de inmueble,de propiedad dividida (nuda propiedad y usufructo vitalicio),False,"nombre_vendedor, cuit_vendedor, nombre_comprador_1, nombre_comprador_2, nombre_comprador_3, dni_comprador_1, dni_comprador_2, dni_comprador_3, domicilio_vendedor, domicilio_comprador, numero_escribania, numero_protocolo, fecha_escritura, numero_poder_especial, fecha_poder, inscripcion_poder, ubicacion_inmueble, tipo_propiedad_transferida",baja,Documento incompleto (corte abrupto en la descripción del inmueble). Usa lenguaje del Código Civil anterior (art. 1.002) en lugar del CCyC 2015. Requiere revisión integral de conformidad con normativa vigente.,no
ZONA DE FRONTERA,Zona Frontera-Klein.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\ZONA DE FRONTERA\Zona Frontera-Klein.docx,sin_fecha,Certificación de documentos,Requisitos para trámite de zona de frontera,False,"nombre_sociedad_1, nombre_sociedad_2, número_inscripción_rpsa, fecha_última_acta_distribución, año_modificaciones_estatutarias",baja,"No es un acto notarial típico sino una lista de requisitos administrativos. Requiere redacción conforme CCyC 2015 y especificación clara del acto que se instrumenta (p. ej., certificación de estatutos, legalizaciones, etc.).",no
ZONA DE SEGURIDAD NOTA,Zona seguridad nota William Conel.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\ZONA DE SEGURIDAD NOTA\Zona seguridad nota William Conel.docx,sin_fecha,Certificación de documentación de frontera,Verificación de antecedentes para adquisición de inmueble en zona de frontera,True,"nombre_adquirente, numero_pasaporte, estado_civil, nombre_conyuge, pasaporte_conyuge, cantidad_hijos, partidas_nacimiento, antecedentes_penales, ocupacion, nombres_padres, domicilio_padres, fecha_nacimiento, pais_origen, fecha_ingreso_pais, numero_radicacion, descripcion_proyecto_inversion, numero_cdi",baja,"No es un acto notarial en sentido estricto sino un listado de requisitos documentales. Requiere estructuración formal como certificación notarial, especificar marco legal (Ley de frontera), y clarificar si es certificación de autenticidad, verificación de identidad o constancia de presentación de documentos.",no
CESION CEOSA-SOGESIC-UTE,CESION CEOSA-SOGESIC UTE_BCO.PATAGONIA(NOV-2009)TESTIMONIO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESION BCO.PATAGONIA-CEOSA\CESION CEOSA-SOGESIC-UTE\CESION CEOSA-SOGESIC UTE_BCO.PATAGONIA(NOV-2009)TESTIMONIO.docx,sin_fecha,Cesión de derechos,Entre personas jurídicas (sociedades anónimas y UTE),False,"nombres_de_partes, dni_apoderados, domicilios, denominacion_social_banco, cuit_banco, denominacion_ute, cuit_ute, numero_escritura, fecha_otorgamiento, numero_poder_especial, fecha_poder, escribano_poder, numero_inscripcion_poder, detalles_fusion_bancaria",baja,"Documento de 2009 utiliza Código Civil de Vélez (referencias art. 1.002). Requiere actualización integral a CCyC 2015: modernizar lenguaje de capacidad, identificación de personas, representación y estructura de cláusulas. Falta especificación clara del objeto cedido y condiciones de la cesión.",no
CONTRATO DE DESALOJO,CONV.DESOCUPACION-RURAL-BEURET(JUNIO-2010).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESION BCO.PATAGONIA-BGP SA-EL HUERTO SA\CONTRATO DE DESALOJO\CONV.DESOCUPACION-RURAL-BEURET(JUNIO-2010).docx,sin_fecha,Convenio de desocupación,de inmueble urbano con cláusula de homologación judicial,False,"nombre_propietario, domicilio_propietario, cuit_propietario, representante_nombre, representante_documento, ocupante1_nombre, ocupante1_dni, ocupante2_nombre, ocupante2_dni, domicilio_ocupantes, ubicacion_inmueble, calle_inmueble, numero_inmueble, superficie_inmueble, fecha_plano_catastral, numero_catastral, limites_perimetrales, fecha_desocupacion, hora_desocupacion, descripcion_elementos_inmueble",baja,"Documento incompleto (cierra abruptamente en CUARTO). Utiliza referencias al Código Civil de Vélez (art. 509) en lugar del CCyC 2015; requiere actualización a normativa vigente, especialmente en cláusulas de mora y consecuencias del incumplimiento.",no
CESION BCO. PATAGONIA-PLANINKA,Instrucción de transferencia interna (PLANINKA) MAYO 2016 (ESC. 53).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESION BCO. PATAGONIA-NUEVO MODELO(Cert.de obra)FEB.2010\CESION BCO. PATAGONIA-PLANINKA\Instrucción de transferencia interna (PLANINKA) MAYO 2016 (ESC. 53).docx,sin_fecha,Instrucción de transferencia bancaria interna,Transferencia entre cuentas corrientes,False,"fecha, nombre_banco, numero_sucursal, monto_transferencia, titular_cuenta_origen, numero_cuenta_origen, titular_cuenta_destino, numero_cuenta_destino, sucursal_radicacion_destino, nombre_solicitante, tipo_documento_solicitante, numero_documento_solicitante",baja,"Este documento es una instrucción bancaria, no un acto notarial. Carece de intervención notarial, de identificación completa del firmante y de referencias al CCyC 2015. No corresponde ser procesado como documento notarial.",no
2016 - NUEVO CERTIFICADO - RESERVA PRIORIDAD (JUNIO 2016),2018 - ROGATORIA RENUNCIA DE CERTIFICADO (MARZO 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\2016 - NUEVO CERTIFICADO - RESERVA PRIORIDAD (JUNIO 2016)\2018 - ROGATORIA RENUNCIA DE CERTIFICADO (MARZO 2018).docx,sin_fecha,Renuncia al Uso del Certificado de Dominio,de inmueble,True,"número_certificado, fecha_certificado, nota_dominio, descripcion_inmueble, firma_notario, sello_notario, fecha_acto",baja,"Documento incompleto: falta especificar datos esenciales (número y fecha del certificado, nota de dominio, descripción del inmueble). Requiere desarrollo de cláusulas sustantivas conforme a arts. 2310-2312 CCyC sobre derechos reales y transferencia. Necesita identificación completa de partes y fundamentación jurídica.",no
Certificado para cesion de cred. hipotecario,CERTIFIC. DE CESION DE CRED. HIPOTECARIO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\Certificado para cesion de cred. hipotecario\CERTIFIC. DE CESION DE CRED. HIPOTECARIO.docx,sin_fecha,Certificación de inhibiciones y estado de crédito hipotecario,Trámite ante Registros Públicos,True,"nombre_solicitante, documento_solicitante, tipo_documento, numero_documento, nombre_persona_a_certificar, documento_persona_a_certificar, numero_crédito_hipotecario, fecha_solicitud, firma_notario, aclaración_notario, registro_notario, matrícula_notario",media,"Es un formulario incompleto que requiere complementación con datos específicos de la solicitud (identificación de personas, crédito hipotecario a certificar). Falta claridad en la estructura de datos para certificar múltiples personas y referencias de actos gravados.",si
CERTIFICADO REG. PROP. 2012-2013-2014-2015,Formulario A-TITULARIDAD-MANDARINO - GORTARI (OCT. 2014).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\CERTIFICADO REG. PROP. 2012-2013-2014-2015\Formulario A-TITULARIDAD-MANDARINO - GORTARI (OCT. 2014).docx,sin_fecha,Solicitud de informe registral,Consulta de titularidad de inmuebles,False,"nombre_solicitante, documento_solicitante, nombre_conyuge, documento_conyuge, circunscripciones_judiciales, fecha_solicitud",baja,"Este es un formulario administrativo de Registro, no un acto notarial. Utiliza lenguaje arcaico y referencias a normativa provincial desactualizada (Ley 7833). No corresponde analizarlo como documento notarial.",no
certificados de inhibiciones,CERTIFIC. DE INHIBICIONES-RICARDO RUBIO (AGOSTO 2013).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados de inhibiciones\CERTIFIC. DE INHIBICIONES-RICARDO RUBIO (AGOSTO 2013).docx,sin_fecha,Instrucciones administrativas / Formulario de trámite,,False,"nombre_solicitante, numero_documento, domicilio, montos_sellado, cantidad_solicitantes",baja,"Este documento no es un acto notarial sino instrucciones de trámite administrativo. No contiene cláusulas, partes, ni acuerdo de voluntades regulado por el CCyC. Requiere identificación del acto principal que acompaña.",no
certificados-anticipo herencia,CERREGISTRO PROPIEDAD-ANTICIPO MAURE.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-anticipo herencia\CERREGISTRO PROPIEDAD-ANTICIPO MAURE.docx,sin_fecha,Solicitud de Certificación Registral,Certificación de dominio y cargas para Anticipo de Herencia,True,"nombre_propietario, dni_propietario, distrito, departamento, provincia, barrio, calle_numero, superficie_m2, asiento_registral, folio, tomo, partido_registral, fecha_busqueda_inhibiciones, nombres_escribanos",media,Documento válido conforme CCyC. Requiere actualizar formato de encabezado con datos completos del escribano actuante y fecha de emisión. Incluir número de protocolo para mayor trazabilidad notarial.,si
certificados-bien de familia,CERREGISTRO CURIA-HIPOTECA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-bien de familia\CERREGISTRO CURIA-HIPOTECA.docx,sin_fecha,Certificación de dominio y derechos reales,Búsqueda registral para hipoteca,True,"nombre_propietario, tipo_documento_propietario, numero_documento_propietario, ubicacion_inmueble, distrito, departamento, provincia, calles_frente, designacion_fraccion, superficie_inmueble, numero_matricula, folio_real, asiento_registro, nombres_inhibiciones, documentos_inhibiciones, periodo_busqueda_años",media,El documento es funcional pero presenta formato de escritura antigua (referencia a Registro Público). Actualizar con nomenclatura moderna del CCyC (derechos reales sobre inmuebles) y precisar si la búsqueda es previa a constitución de hipoteca.,si
certificados-cancelación hipoteca,CERT. CANCELACION-ROLDAN (JULIO 2015).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-cancelación hipoteca\CERT. CANCELACION-ROLDAN (JULIO 2015).docx,sin_fecha,Certificación de estado de crédito hipotecario,Consulta de gravámenes y cesiones,True,"nombre_notario_solicitante, firma_notario, aclaracion_notario, registro_notario, numero_crédito_hipotecario, identificación_solicitante, tipo_documento",baja,"Documento incompleto: falta identificación del crédito hipotecario específico, datos del solicitante y fundamentación legal para la certificación. Las instrucciones entre paréntesis son administrativas y deben separarse del texto del acto notarial.",no
certificados-constitucion de usufructo,CERREGISTRO CONST.USUFRUCTO-DISPARTI-LAGIGLIA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-constitucion de usufructo\CERREGISTRO CONST.USUFRUCTO-DISPARTI-LAGIGLIA.docx,sin_fecha,Solicitud de Certificación de Dominio y Derechos Reales,Previa a Constitución de Usufructo,True,"nombre_propietario, dni_propietario, calle_inmueble, distrito, departamento, provincia, numero_calle, superficie_inmueble, asiento_registro, numero_matricula, folio_real, periodo_busqueda_inhibiciones",media,"El documento es una solicitud al Registro Público, no el acto constitutivo del usufructo. Requiere complementarse con el acto notarial que constituya efectivamente el usufructo, indicando beneficiario, plazo y condiciones según arts. 2145-2170 CCyC.",si
certificados-hipoteca,VENDRELL-HIPOTECA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-hipoteca\VENDRELL-HIPOTECA.docx,sin_fecha,Certificación de dominio y derechos reales,Previa a hipoteca de inmueble urbano,True,"nombre_propietario, razon_social_empresa, domicilio_inmueble, numero_calle, numero_lote, superficie_titulo, superficie_plano, numero_plano_mensura, matricula, folio_real, asiento_registral, nombre_codeudor_1, dni_codeudor_1, nombre_codeudor_2, dni_codeudor_2, fecha_busqueda_inhibiciones, departamento, distrito",media,Documento claro y completo. Se recomienda actualizar la fecha de búsqueda de inhibiciones (expresada como 'cinco años hacia atrás') con una fecha específica. Verificar coherencia entre superficie según título y según plano.,si
certificados-Reg. Civil-Emancipación,CERREGISTRO CIVIL2.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-Reg. Civil-Emancipación\CERREGISTRO CIVIL2.docx,sin_fecha,Informe notarial,Consulta de capacidad legal y patria potestad,True,"nombre_notario, numero_registro, circunscripcion, nombre_persona_1, nacionalidad_persona_1, dni_persona_1, nombre_persona_2, nacionalidad_persona_2, dni_persona_2, organismo_destino",media,Documento funcional pero con lenguaje parcialmente anticuado ('Patria Potestad' - usar 'responsabilidad parental' conforme CCyC art. 638). Requiere actualizar referencias normativas al código vigente.,si
certificados-transferencia,TRANSFE-PRATELLESI.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\certificados-transferencia\TRANSFE-PRATELLESI.docx,sin_fecha,Certificación de dominio y gravámenes,Inmueble sujeto a Propiedad Horizontal,True,"nombre_notarios, circunscripcion_notarial, nombre_propietario, dni_propietario, distrito, departamento, provincia, nombre_consorcio, calle, numero_calle, designacion_unidad, destino_unidad, superficie_cubierta_propia, superficie_total_propia, superficie_total_comun, superficie_total, porcentaje_dominio, asiento_inscripcion, fojas, tomo, volumen_registro, fecha_busqueda_inhibiciones, años_antiguedad_busqueda",media,Documento válido bajo CCyC. Requiere actualización del formato de encabezamiento (referencias a Directora del Registro) y precisión en la redacción final del requerimiento notarial. La solicitud de búsqueda de inhibiciones debe especificar fechas exactas.,si
FORMULARIOS REG PROP. 2009-2010-2011,VERRECCHIA-VMV SERVICIOS-HIPOTECA(ENERO 2011)ANITA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CERTIFICADOS REGISTRO\FORMULARIOS REG PROP. 2009-2010-2011\VERRECCHIA-VMV SERVICIOS-HIPOTECA(ENERO 2011)ANITA.docx,sin_fecha,Certificación de inhibición y dominio de inmueble,Solicitud de constancia registral,True,"apellidos_titulares, nombres_titulares, dni_titulares, domicilio_inmueble, datos_registrales_inmueble, numero_registro_notarial, fecha_solicitud, firma_notario_solicitante",media,"Documento plantilla incompleta con instrucciones genéricas. Requiere especificar datos del inmueble (ubicación, superficie, folio real) y completar identificación de titulares con DNI. Incluir referencia específica al Registro de la Propiedad correspondiente y moneda actualizada para aranceles.",si
